ID,Age,Height,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
37353,28.0,194.0,United States,USA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Pairs,
37360,23.0,182.0,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,
37362,22.0,174.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold
37362,26.0,174.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
37368,26.0,,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze
37368,30.0,,Canada,CAN,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,
37373,29.0,172.0,Poland,POL,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,
37376,21.0,,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
37376,28.0,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
37381,23.0,164.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 800 metres,
37383,20.0,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,
37386,27.0,176.0,Poland,POL,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,
37389,22.0,,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,Silver
37396,20.0,181.0,China-2,CHN,2004 Summer,2004,Summer,Athina,Badminton,Badminton Men's Doubles,
37396,24.0,181.0,China-1,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Doubles,Silver
37396,28.0,181.0,China-1,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Doubles,Gold
37396,32.0,181.0,China-1,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,Gold
37399,19.0,173.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Men's Individual,
37399,19.0,173.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Men's Team,
37399,27.0,173.0,China,CHN,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Individual,
37399,27.0,173.0,China,CHN,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Team,
37400,27.0,161.0,China,CHN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,
37400,27.0,161.0,China,CHN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",
37408,27.0,172.0,Germany,GER,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,
37409,20.0,185.0,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
37409,24.0,185.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
37430,23.0,185.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Backstroke,
37430,23.0,185.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,
37437,33.0,154.0,Venezuela,VEN,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Individual",
37441,18.0,196.0,Puerto Rico,PUR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,
37443,20.0,183.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Triple Jump,
37449,27.0,190.0,Chile,CHI,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Men's Individual,
37449,27.0,190.0,Chile,CHI,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Men's Team,
37451,20.0,175.0,Peru,PER,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,
37451,27.0,175.0,Peru,PER,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,
37453,21.0,180.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,
37465,24.0,185.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Triple Jump,
37485,28.0,184.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,
37491,22.0,184.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,
37492,19.0,160.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Women's Boardercross,
37492,27.0,160.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Boardercross,
37494,24.0,167.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
37494,28.0,167.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
37497,24.0,163.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,
37502,18.0,183.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Individual Medley,
37502,18.0,183.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Individual Medley,
37502,22.0,183.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Individual Medley,
37502,22.0,183.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 400 metres Individual Medley,
37506,21.0,167.0,Japan,JPN,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Men's 1,000 metres",
37511,30.0,174.0,Japan,JPN,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
37515,29.0,165.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
37515,33.0,165.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
37518,24.0,170.0,Japan,JPN,1952 Winter,1952,Winter,Oslo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
37518,24.0,170.0,Japan,JPN,1952 Winter,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,
37518,24.0,170.0,Japan,JPN,1952 Winter,1952,Winter,Oslo,Nordic Combined,Nordic Combined Men's Individual,
37520,20.0,156.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Featherweight,
37531,24.0,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,
37542,23.0,192.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,Gold
37542,27.0,192.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,
37546,24.0,160.0,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Individual",
37546,24.0,160.0,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Team",
37546,33.0,160.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Women's Foil, Team",
37551,22.0,165.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Long Jump,
37559,21.0,178.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres Hurdles,
37560,19.0,182.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Silver
37560,27.0,182.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
37578,23.0,179.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,
37581,38.0,178.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
37581,38.0,178.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
37583,21.0,181.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Backstroke,
37583,21.0,181.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
37588,30.0,172.0,Zambia,ZAM,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Welterweight,
37592,18.0,164.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around,
37592,18.0,164.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,
37592,18.0,164.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,
37592,18.0,164.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Horse Vault,
37592,18.0,164.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Uneven Bars,
37592,18.0,164.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Balance Beam,
37600,33.0,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
37603,16.0,190.0,Antigua and Barbuda,ANT,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Windsurfer,
37623,22.0,173.0,Germany,GER,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",
37623,26.0,173.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Mountainbike, Cross-Country",
37623,30.0,173.0,Germany,GER,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Mountainbike, Cross-Country",
37623,34.0,173.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",
37624,20.0,180.0,Yugoslavia,YUG,1976 Summer,1976,Summer,Montreal,Cycling,Cycling Men's Sprint,
37624,20.0,180.0,Yugoslavia,YUG,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's 1,000 metres Time Trial",
37633,28.0,169.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
37633,32.0,169.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Freestyle",
37634,18.0,164.0,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Road Race, Individual",
37634,18.0,164.0,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,
37645,26.0,190.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Fours,Bronze
37649,23.0,174.0,Germany,GER,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,
37655,17.0,176.0,Marshall Islands,MHL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
37660,22.0,175.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Singles,
37660,26.0,175.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,
37661,24.0,175.0,Argeste,ITA,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,
37667,25.0,179.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,
37668,18.0,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",
37668,18.0,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
37670,23.0,160.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
37670,27.0,160.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
37670,31.0,160.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",
37670,31.0,160.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
37682,26.0,180.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 50 kilometres Walk,
37692,,,Brazil,BRA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Pairs,
37696,18.0,158.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
37719,26.0,168.0,Italy-1,ITA,1998 Winter,1998,Winter,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,
37719,30.0,168.0,Italy-1,ITA,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze
37719,34.0,168.0,Italy-1,ITA,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,
37720,20.0,180.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Double Sculls,
37721,22.0,175.0,United States,USA,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,
37734,21.0,177.0,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,
37742,25.0,175.0,Zimbabwe,ZIM,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Lightweight,
37766,25.0,202.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,
37766,29.0,202.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
37798,18.0,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's Discus Throw,
37798,30.0,,Italy,ITA,1948 Summer,1948,Summer,London,Athletics,Athletics Women's Discus Throw,
37810,25.0,195.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
37810,29.0,195.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,
37812,19.0,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,
37812,19.0,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
37816,28.0,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres",
37816,28.0,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Silver
37818,21.0,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Gold
37820,36.0,,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",
37825,29.0,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,
37825,33.0,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,
37829,,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
37831,22.0,174.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 200 metres,
37831,22.0,174.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,
37831,26.0,174.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 200 metres,
37831,30.0,174.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 200 metres,
37842,32.0,,Sweden,SWE,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,
37860,39.0,178.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Individual",
37860,39.0,178.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
37871,21.0,178.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxed Eights,Gold
37871,25.0,178.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
37871,29.0,178.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
37892,31.0,180.0,France,FRA,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Pistol, 10 metres",
37892,31.0,180.0,France,FRA,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Free Pistol, 50 metres",
37898,22.0,173.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Moguls,
37903,22.0,176.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
37907,26.0,164.0,West Germany,FRG,1968 Winter,1968,Winter,Grenoble,Luge,Luge Women's Singles,
37913,21.0,169.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Road Race, Individual",
37922,28.0,178.0,France,FRA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Sprint,
37929,23.0,,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres Hurdles,
37930,17.0,168.0,France,FRA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Freestyle,
37930,17.0,168.0,France,FRA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
37935,25.0,185.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,Gold
37935,25.0,185.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
37935,25.0,185.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
37938,23.0,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
37939,23.0,180.0,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,
37939,23.0,180.0,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,
37947,24.0,165.0,Togo,TOG,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Bantamweight,
37951,35.0,170.0,Thailand,THA,1968 Summer,1968,Summer,Mexico City,Shooting,Shooting Mixed Trap,
37951,43.0,170.0,Thailand,THA,1976 Summer,1976,Summer,Montreal,Shooting,Shooting Mixed Trap,
37952,22.0,181.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
37956,23.0,168.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,
37956,23.0,168.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,
37956,23.0,168.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,
37956,23.0,168.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,
37956,23.0,168.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,
37956,23.0,168.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,
37956,23.0,168.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,
37956,23.0,168.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,
37956,28.0,168.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,
37956,28.0,168.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,
37956,28.0,168.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,
37956,28.0,168.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,
37956,28.0,168.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,
37956,28.0,168.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,
37956,28.0,168.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,
37956,28.0,168.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,
37957,28.0,174.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,
37959,29.0,181.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,
37964,34.0,185.0,Montenegro,MNE,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Heavyweight,
37969,28.0,,Sudan,SUD,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,
37983,20.0,178.0,Romania,ROU,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
37983,24.0,178.0,Romania,ROU,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,
37989,28.0,,Costa Rica,CRC,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
37992,27.0,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Marathon,
37994,25.0,210.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,
37994,29.0,210.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Silver
38012,31.0,180.0,France,FRA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,
38019,19.0,178.0,Yugoslavia,YUG,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
38019,23.0,178.0,Yugoslavia,YUG,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,
38019,27.0,178.0,Yugoslavia,YUG,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,
38024,17.0,167.0,Malta,MLT,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Butterfly,
38024,21.0,167.0,Malta,MLT,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Butterfly,
38033,24.0,,Luxembourg,LUX,1948 Summer,1948,Summer,London,Football,Football Men's Football,
38033,28.0,,Luxembourg,LUX,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
38041,25.0,162.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Welterweight,
38044,26.0,190.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,
38048,21.0,,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Butterfly,
38055,29.0,167.0,Italy,ITA,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Middleweight,Gold
38055,33.0,167.0,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Middleweight,Silver
38055,37.0,167.0,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Weightlifting,Weightlifting Men's Middleweight,Silver
38055,42.0,167.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Weightlifting,Weightlifting Men's Middleweight,
38064,30.0,,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
38070,,,Mexico,MEX,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,
38074,21.0,175.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",
38074,26.0,175.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Mountainbike, Cross-Country",
38074,30.0,175.0,Poland,POL,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",
38074,34.0,175.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Mountainbike, Cross-Country",
38077,25.0,174.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,
38085,22.0,168.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Diving,Diving Men's Platform,
38085,26.0,168.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Diving,Diving Men's Platform,
38088,24.0,172.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Long Jump,
38088,28.0,172.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Long Jump,
38095,30.0,183.0,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
38097,31.0,188.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,
38125,20.0,167.0,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
38125,24.0,167.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
38125,24.0,167.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Middleweight, Freestyle",
38125,36.0,167.0,Italy,ITA,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
38125,40.0,167.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
38130,18.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
38132,26.0,178.0,France,FRA,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Men's Singles,
38157,23.0,192.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,
38157,27.0,192.0,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
38157,31.0,192.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
38168,17.0,,Italy,ITA,1960 Winter,1960,Winter,Squaw Valley,Figure Skating,Figure Skating Women's Singles,
38172,21.0,167.0,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
